Project,MethodName,Release,LOC,CyclomaticComplexity,ParameterCount,NumberOfBranches,NR,NAuth,stmtAdded,stmtDeleted,elseAdded,avgChurn,IsBuggy
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/getOffset(int),4.0.0,4,1,1,0,1,1,151,0,0,151.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/zeroPage(),4.0.0,6,1,0,0,1,1,151,0,0,151.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/readPage(FileInfo),4.0.0,10,3,1,2,1,1,151,0,0,151.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/getPageToWrite(),4.0.0,5,1,0,0,1,1,151,0,0,151.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/setLedger(long),4.0.0,3,1,1,0,1,1,151,0,0,151.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/getLedger(),4.0.0,3,1,0,0,1,1,151,0,0,151.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/getVersion(),4.0.0,3,1,0,0,1,1,151,0,0,151.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/setFirstEntry(long),4.0.0,6,2,1,1,2,2,153,2,0,77.5,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/getFirstEntry(),4.0.0,3,1,0,0,1,1,151,0,0,151.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/inUse(),4.0.0,3,1,0,0,1,1,151,0,0,151.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java/getLastEntry(),4.0.0,8,3,0,2,2,2,152,1,0,76.5,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/force(boolean),4.0.0,5,1,1,0,1,1,147,0,0,147.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/lock(long, long, boolean)",4.0.0,6,1,3,0,1,1,147,0,0,147.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/map(MapMode, long, long)",4.0.0,6,1,3,0,1,1,147,0,0,147.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/position(),4.0.0,5,1,0,0,1,1,147,0,0,147.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/position(long),4.0.0,5,1,1,0,1,1,147,0,0,147.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/read(ByteBuffer),4.0.0,5,1,1,0,1,1,147,0,0,147.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/read(ByteBuffer, long)",4.0.0,5,1,2,0,1,1,147,0,0,147.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/read(ByteBuffer[], int, int)",4.0.0,6,1,3,0,1,1,147,0,0,147.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/size(),4.0.0,5,1,0,0,1,1,147,0,0,147.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/transferFrom(ReadableByteChannel, long, long)",4.0.0,6,1,3,0,1,1,147,0,0,147.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/transferTo(long, long, WritableByteChannel)",4.0.0,6,1,3,0,1,1,147,0,0,147.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/truncate(long),4.0.0,5,1,1,0,1,1,147,0,0,147.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/tryLock(long, long, boolean)",4.0.0,6,1,3,0,1,1,147,0,0,147.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/write(ByteBuffer),4.0.0,5,1,1,0,1,1,147,0,0,147.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/write(ByteBuffer, long)",4.0.0,5,1,2,0,1,1,147,0,0,147.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/write(ByteBuffer[], int, int)",4.0.0,6,1,3,0,1,1,147,0,0,147.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/implCloseChannel(),4.0.0,5,1,0,0,1,1,147,0,0,147.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java/addComplete(int, LedgerHandle, long, Object)",4.0.0,1,1,4,0,2,2,140,89,0,114.5,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java/closeComplete(int, LedgerHandle, Object)",4.0.0,1,1,3,0,2,2,138,10,0,74.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java/createComplete(int, LedgerHandle, Object)",4.0.0,1,1,3,0,2,2,140,11,0,75.5,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java/openComplete(int, LedgerHandle, Object)",4.0.0,1,1,3,0,2,2,197,1,0,99.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java/readComplete(int, LedgerHandle, Enumeration, Object)",4.0.0,2,1,4,0,2,2,197,1,0,99.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java/deleteComplete(int, Object)",4.0.0,1,1,2,0,2,2,197,1,0,99.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java/readLastConfirmedComplete(int, long, Object)",4.0.0,1,1,3,0,2,2,197,1,0,99.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java/recoverComplete(int, Object)",4.0.0,1,1,2,0,3,2,95,2,0,32.333333333333336,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/BKException(int),4.0.0,3,1,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/create(int),4.0.0,40,19,1,18,3,2,204,0,0,68.0,yes
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/setCode(int),4.0.0,3,1,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/getCode(),4.0.0,3,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/getMessage(int),4.0.0,42,20,1,19,3,2,204,0,0,68.0,yes
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/BKReadException(),4.0.0,3,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/BKNoSuchEntryException(),4.0.0,3,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/BKQuorumException(),4.0.0,3,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/BKBookieException(),4.0.0,3,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/BKDigestNotInitializedException(),4.0.0,3,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/BKDigestMatchException(),4.0.0,3,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/BKIllegalOpException(),4.0.0,3,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/BKNotEnoughBookiesException(),4.0.0,3,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/BKWriteException(),4.0.0,3,1,0,0,2,2,206,0,0,103.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/BKProtocolVersionException(),4.0.0,3,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/BKNoSuchLedgerExistsException(),4.0.0,3,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/BKBookieHandleNotAvailableException(),4.0.0,3,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/ZKException(),4.0.0,3,1,0,0,2,2,201,1,0,101.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/BKLedgerRecoveryException(),4.0.0,3,1,0,0,2,2,201,1,0,101.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/BKLedgerClosedException(),4.0.0,3,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/BKIncorrectParameterException(),4.0.0,3,1,0,0,0,0,0,0,0,0.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/BKInterruptedException(),4.0.0,3,1,0,0,0,0,0,0,0,0.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/BKLedgerFencedException(),4.0.0,3,1,0,0,1,1,6,0,0,6.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/BookKeeper(String),4.0.0,4,1,1,0,3,3,242,26,0,89.33333333333333,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/BookKeeper(ClientConfiguration),4.0.0,16,2,1,1,3,3,256,15,0,90.33333333333333,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/process(WatchedEvent),4.0.0,7,2,1,1,2,2,238,13,0,125.5,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/BookKeeper(ClientConfiguration, ZooKeeper)",4.0.0,6,1,2,0,3,3,212,35,0,82.33333333333333,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/BookKeeper(ClientConfiguration, ZooKeeper, ClientSocketChannelFactory)",4.0.0,14,2,3,1,4,3,249,3,0,63.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/getLedgerManager(),4.0.0,3,1,0,0,3,3,246,1,0,82.33333333333333,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/getZkHandle(),4.0.0,3,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/getConf(),4.0.0,3,1,0,0,2,2,209,88,0,148.5,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/getBookieClient(),4.0.0,3,1,0,0,2,2,206,1,0,103.5,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/asyncCreateLedger(int, int, DigestType, byte[], CreateCallback, Object)",4.0.0,7,1,6,0,3,3,237,3,0,80.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/createLedger(DigestType, byte[])",4.0.0,4,1,2,0,3,3,249,2,0,83.66666666666667,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/createLedger(int, int, DigestType, byte[])",4.0.0,22,2,4,1,4,3,437,8,0,111.25,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/asyncOpenLedger(long, DigestType, byte[], OpenCallback, Object)",4.0.0,4,1,5,0,2,2,399,3,0,201.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/asyncOpenLedgerNoRecovery(long, DigestType, byte[], OpenCallback, Object)",4.0.0,4,1,5,0,3,3,400,3,0,134.33333333333334,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/openLedger(long, DigestType, byte[])",4.0.0,19,2,3,1,4,3,434,4,0,109.5,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/openLedgerNoRecovery(long, DigestType, byte[])",4.0.0,20,2,3,1,2,2,259,3,0,131.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/asyncDeleteLedger(long, DeleteCallback, Object)",4.0.0,3,1,3,0,2,2,259,3,0,131.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/deleteLedger(long),4.0.0,12,2,1,1,2,2,259,3,0,131.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/close(),4.0.0,13,3,0,2,2,1,61,0,0,30.5,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/createComplete(int, LedgerHandle, Object)",4.0.0,6,1,3,0,0,0,0,0,0,0.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/openComplete(int, LedgerHandle, Object)",4.0.0,9,1,3,0,0,0,0,0,0,0.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/deleteComplete(int, Object)",4.0.0,5,1,2,0,0,0,0,0,0,0.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/BookKeeperAdmin(String),4.0.0,3,1,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/BookKeeperAdmin(ClientConfiguration),4.0.0,16,2,1,1,2,1,223,1,0,112.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/process(WatchedEvent),4.0.0,6,2,1,1,2,1,223,1,0,112.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/close(),4.0.0,4,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/getLedgerDigestType(long),4.0.0,3,1,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/getLedgerPasswd(long),4.0.0,3,1,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/SyncObject(),4.0.0,4,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/recoverBookieData(InetSocketAddress, InetSocketAddress)",4.0.0,27,3,2,2,2,2,202,1,0,101.5,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/recoverComplete(int, Object)",4.0.0,10,1,2,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/asyncRecoverBookieData(InetSocketAddress, InetSocketAddress, RecoverCallback, Object)",4.0.0,15,2,4,1,2,1,202,2,0,102.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/processResult(int, String, Object)",4.0.0,9,2,3,1,1,1,200,0,1,200.0,yes
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/getAvailableBookies(InetSocketAddress, InetSocketAddress, RecoverCallback, Object)",4.0.0,32,4,4,4,1,1,200,0,1,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/processResult(int, String, Object, List)",4.0.0,20,3,4,3,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/getActiveLedgers(InetSocketAddress, InetSocketAddress, RecoverCallback, Object, List)",4.0.0,27,1,5,0,2,1,222,28,0,125.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/RecoverCallbackWrapper(RecoverCallback),4.0.0,3,1,1,0,2,1,202,14,0,108.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/processResult(int, String, Object)",4.0.0,4,1,3,0,2,1,216,1,1,108.5,yes
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/process(Long, AsyncCallback.VoidCallback)",4.0.0,4,1,2,0,2,1,216,1,0,108.5,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/getNewBookie(List, List)",4.0.0,11,2,2,1,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/recoverLedger(InetSocketAddress, long, AsyncCallback.VoidCallback, List)",4.0.0,101,9,4,8,4,2,228,32,0,65.0,yes
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/openComplete(int, LedgerHandle, Object)",4.0.0,85,8,3,7,3,1,208,8,1,72.0,yes
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/recoverLedgerFragment(InetSocketAddress, LedgerHandle, Long, Long, SingleFragmentCallback, InetSocketAddress)",4.0.0,47,6,6,6,4,2,225,6,0,57.75,yes
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/recoverLedgerFragmentEntry(Long, LedgerHandle, MultiCallback, InetSocketAddress)",4.0.0,48,4,4,3,2,2,201,1,1,101.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/readComplete(int, LedgerHandle, Enumeration, Object)",4.0.0,37,4,4,3,2,2,201,1,1,101.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/writeComplete(int, long, long, InetSocketAddress, Object)",4.0.0,18,3,5,2,1,1,200,0,1,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/SingleFragmentCallback(MultiCallback, LedgerHandle, long, InetSocketAddress, InetSocketAddress)",4.0.0,10,1,5,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/processResult(int, String, Object)",4.0.0,21,2,3,1,3,2,280,2,1,94.0,yes
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/processResult(int, String, Object, Stat)",4.0.0,24,3,4,2,2,2,275,0,2,137.5,yes
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/safeRun(),4.0.0,4,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/BookieWatcher(BookKeeper),4.0.0,4,1,1,0,2,2,202,2,0,102.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/halt(),4.0.0,3,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/readBookies(),4.0.0,3,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/readBookies(ChildrenCallback),4.0.0,3,1,1,0,2,2,201,1,0,101.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/process(WatchedEvent),4.0.0,4,1,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/processResult(int, String, Object, List)",4.0.0,27,3,4,2,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/readBookiesBlocking(),4.0.0,19,3,0,1,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/processResult(int, String, Object, List)",4.0.0,9,2,4,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/getNewBookies(int),4.0.0,3,1,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/getAdditionalBookie(List),4.0.0,4,1,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/getAdditionalBookies(Set, int)",4.0.0,32,4,2,4,1,1,200,0,0,200.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java/CRC32DigestManager(long),4.0.0,3,1,1,0,1,1,50,0,0,50.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java/getMacCodeLength(),4.0.0,4,1,0,0,1,1,50,0,0,50.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java/getValueAndReset(),4.0.0,8,1,0,0,1,1,50,0,0,50.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java/update(byte[], int, int)",4.0.0,4,1,3,0,1,1,50,0,0,50.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/getMacCodeLength(),4.0.0,1,1,0,0,2,2,186,2,0,94.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/update(byte[]),4.0.0,3,1,1,0,2,2,185,1,0,93.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/update(byte[], int, int)",4.0.0,1,1,3,0,1,1,184,0,0,184.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/getValueAndReset(),4.0.0,1,1,0,0,2,2,185,1,0,93.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/DigestManager(long),4.0.0,4,1,1,0,2,2,187,3,0,95.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/instantiate(long, byte[], DigestType)",4.0.0,10,4,3,3,2,2,187,3,0,95.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/computeDigestAndPackageForSending(long, long, long, byte[], int, int)",4.0.0,21,1,6,0,2,2,186,2,0,94.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/verifyDigest(ChannelBuffer),4.0.0,3,1,1,0,1,1,184,0,0,184.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/verifyDigest(long, ChannelBuffer)",4.0.0,3,1,2,0,1,1,184,0,0,184.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/verifyDigest(long, ChannelBuffer, boolean)",4.0.0,35,5,3,4,2,2,187,3,0,95.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/verifyDigestAndReturnData(long, ChannelBuffer)",4.0.0,6,1,2,0,1,1,184,0,0,184.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/RecoveryData(long, long)",4.0.0,4,1,2,0,1,1,184,0,0,184.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/verifyDigestAndReturnLastConfirmed(ChannelBuffer),4.0.0,10,1,1,0,1,1,184,0,0,184.0,yes
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java/getBookieIndex(long, int)",4.0.0,1,1,2,0,1,1,61,0,0,61.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java/getReplicaIndex(long, int)",4.0.0,1,1,2,0,1,1,61,0,0,61.0,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java/canProceedWithRecovery(int),4.0.0,1,1,1,0,1,1,61,0,0,61.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java/LedgerCreateOp(BookKeeper, int, int, DigestType, byte[], CreateCallback, Object)",4.0.0,8,1,7,0,2,2,185,18,0,101.5,no
BOOKKEEPER,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java/initiate(),4.0.0,3,1,0,0,2,2,168,9,0,88.5,yes
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java/operationComplete(int, String)",4.0.0,54,6,2,1,5,3,177,8,0,37.0,yes
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java/processResult(int, String, Object, Stat)",4.0.0,4,1,4,0,1,1,167,0,0,167.0,no
BOOKKEEPER,"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java/LedgerDeleteOp(BookKeeper, long, DeleteCallback, Object)",4.0.0,6,1,4,0,1,1,80,0,0,80.0,no
